id,nombre,precio,calificacion,stock
873,Producto_873,527.59,3,27
874,Producto_874,320.39,2,60
875,Producto_875,997.03,3,19
876,Producto_876,383.5,2,86
877,Producto_877,120.15,1,22
878,Producto_878,534.04,3,33
879,Producto_879,149.0,2,62
880,Producto_880,647.28,3,57
881,Producto_881,195.97,1,75
882,Producto_882,532.54,1,79
883,Producto_883,515.94,3,48
884,Producto_884,906.81,5,17
885,Producto_885,199.66,5,55
886,Producto_886,641.88,4,24
887,Producto_887,181.27,4,55
888,Producto_888,179.77,4,68
889,Producto_889,932.99,5,95
890,Producto_890,217.39,5,12
891,Producto_891,155.17,3,72
892,Producto_892,939.26,5,16
893,Producto_893,264.18,3,62
894,Producto_894,951.4,4,98
895,Producto_895,176.84,3,43
896,Producto_896,158.23,5,25
897,Producto_897,963.0,4,44
898,Producto_898,275.14,5,73
899,Producto_899,136.39,1,92
900,Producto_900,834.62,5,33
901,Producto_901,738.65,1,60
902,Producto_902,605.59,4,98
903,Producto_903,90.63,3,30
904,Producto_904,609.45,5,98
905,Producto_905,850.46,5,94
906,Producto_906,828.93,5,47
907,Producto_907,539.79,1,86
908,Producto_908,609.4,2,74
909,Producto_909,173.46,1,8
910,Producto_910,548.72,1,66
911,Producto_911,663.06,1,78
912,Producto_912,873.59,3,4
913,Producto_913,251.11,4,35
914,Producto_914,103.66,3,60
915,Producto_915,224.74,4,47
916,Producto_916,765.11,2,54
917,Producto_917,575.31,4,53
918,Producto_918,974.04,2,48
919,Producto_919,443.42,2,39
920,Producto_920,199.08,2,30
921,Producto_921,335.75,1,63
922,Producto_922,377.05,5,52
923,Producto_923,607.96,2,36
924,Producto_924,882.82,3,41
925,Producto_925,236.68,2,79
926,Producto_926,226.67,3,80
927,Producto_927,946.02,1,35
928,Producto_928,577.58,3,12
929,Producto_929,778.05,5,24
930,Producto_930,66.14,1,81
931,Producto_931,187.64,4,41
932,Producto_932,566.46,5,56
933,Producto_933,348.23,4,10
934,Producto_934,224.81,4,12
935,Producto_935,616.45,4,24
936,Producto_936,607.95,5,19
937,Producto_937,305.99,4,13
938,Producto_938,853.37,5,74
939,Producto_939,104.84,5,60
940,Producto_940,348.52,5,62
941,Producto_941,304.19,2,62
942,Producto_942,676.2,5,82
943,Producto_943,750.69,5,61
944,Producto_944,213.24,4,28
945,Producto_945,783.61,3,96
946,Producto_946,587.67,3,24
947,Producto_947,393.47,1,38
948,Producto_948,21.05,3,14
949,Producto_949,954.33,2,39
950,Producto_950,558.07,3,40
951,Producto_951,562.24,4,71
952,Producto_952,769.55,4,66
953,Producto_953,27.94,1,75
954,Producto_954,809.55,5,17
955,Producto_955,659.74,1,60
956,Producto_956,701.95,5,86
957,Producto_957,705.26,1,22
958,Producto_958,469.21,5,33
959,Producto_959,656.1,4,5
960,Producto_960,877.78,2,31
961,Producto_961,41.78,2,31
962,Producto_962,552.04,2,19
963,Producto_963,351.37,3,24
964,Producto_964,900.11,2,6
965,Producto_965,132.42,4,77
966,Producto_966,484.65,5,44
967,Producto_967,404.36,3,9
968,Producto_968,90.56,1,46
969,Producto_969,16.1,3,17
970,Producto_970,760.65,4,86
971,Producto_971,65.69,3,79
972,Producto_972,157.57,3,82
973,Producto_973,433.43,4,93
974,Producto_974,385.21,5,80
975,Producto_975,429.09,2,57
976,Producto_976,422.13,5,50
977,Producto_977,480.49,3,10
978,Producto_978,916.93,4,23
979,Producto_979,129.41,4,29
980,Producto_980,576.37,4,50
981,Producto_981,366.21,2,38
982,Producto_982,538.73,2,57
983,Producto_983,17.13,2,51
984,Producto_984,791.3,5,37
985,Producto_985,376.18,2,0
986,Producto_986,812.13,2,68
987,Producto_987,245.2,2,76
988,Producto_988,272.84,1,82
989,Producto_989,493.78,1,46
990,Producto_990,590.13,1,94
991,Producto_991,669.59,1,65
992,Producto_992,714.66,2,78
993,Producto_993,538.88,5,84
994,Producto_994,422.17,4,74
995,Producto_995,37.11,2,49
996,Producto_996,946.55,1,83
997,Producto_997,178.22,2,85
998,Producto_998,288.68,5,87
999,Producto_999,285.13,3,62
1000,Producto_1000,915.24,2,43
1001,Producto_1001,457.75,5,82
1002,Producto_1002,540.83,5,35
1003,Producto_1003,887.32,5,98
1004,Producto_1004,438.73,5,100
1005,Producto_1005,399.22,3,61
1006,Producto_1006,454.44,5,16
1007,Producto_1007,799.41,5,13
1008,Producto_1008,355.59,4,69
1009,Producto_1009,99.66,3,54
1010,Producto_1010,603.43,4,76
1011,Producto_1011,319.58,1,66
1012,Producto_1012,110.17,4,20
1013,Producto_1013,966.22,5,87
1014,Producto_1014,160.21,5,67
1015,Producto_1015,266.5,5,55
1016,Producto_1016,343.54,1,10
1017,Producto_1017,463.68,4,8
1018,Producto_1018,224.34,4,61
1019,Producto_1019,146.46,1,83
1020,Producto_1020,645.83,5,75
1021,Producto_1021,452.94,4,69
1022,Producto_1022,790.53,5,87
1023,Producto_1023,332.95,1,30
1024,Producto_1024,739.54,1,39
1025,Producto_1025,837.75,4,19
1026,Producto_1026,98.1,1,77
1027,Producto_1027,513.61,2,69
1028,Producto_1028,637.73,2,92
1029,Producto_1029,806.95,4,81
1030,Producto_1030,577.51,4,22
1031,Producto_1031,508.34,2,50
1032,Producto_1032,25.18,4,99
1033,Producto_1033,334.52,2,78
1034,Producto_1034,226.19,5,73
1035,Producto_1035,237.91,4,69
1036,Producto_1036,119.25,5,17
1037,Producto_1037,498.89,3,16
1038,Producto_1038,908.19,1,89
1039,Producto_1039,126.87,4,64
1040,Producto_1040,409.29,3,90
1041,Producto_1041,416.15,2,93
1042,Producto_1042,328.41,5,3
1043,Producto_1043,69.37,3,44
1044,Producto_1044,86.66,4,41
1045,Producto_1045,576.27,3,82
1046,Producto_1046,513.06,1,4
1047,Producto_1047,510.09,5,55
1048,Producto_1048,564.98,3,81
1049,Producto_1049,320.98,4,95
1050,Producto_1050,953.76,3,38
1051,Producto_1051,736.33,2,22
1052,Producto_1052,101.8,4,74
1053,Producto_1053,284.52,3,30
1054,Producto_1054,802.89,3,92
1055,Producto_1055,998.16,5,32
1056,Producto_1056,834.09,4,77
1057,Producto_1057,678.59,3,13
1058,Producto_1058,518.49,2,56
1059,Producto_1059,115.07,2,53
1060,Producto_1060,442.51,5,67
1061,Producto_1061,738.01,3,37
1062,Producto_1062,934.0,3,20
1063,Producto_1063,597.77,2,62
1064,Producto_1064,195.63,3,70
1065,Producto_1065,133.38,1,85
1066,Producto_1066,669.12,4,35
1067,Producto_1067,498.93,3,54
1068,Producto_1068,648.87,4,76
1069,Producto_1069,667.78,2,24
1070,Producto_1070,208.2,3,91
1071,Producto_1071,47.62,5,38
1072,Producto_1072,915.49,5,62
1073,Producto_1073,548.36,5,53
1074,Producto_1074,507.83,2,92
1075,Producto_1075,851.76,4,32
1076,Producto_1076,143.06,1,51
1077,Producto_1077,705.7,4,82
1078,Producto_1078,407.13,2,5
1079,Producto_1079,795.58,1,39
1080,Producto_1080,190.41,5,64
1081,Producto_1081,143.36,3,21
1082,Producto_1082,77.76,3,16
1083,Producto_1083,572.9,1,3
1084,Producto_1084,291.21,4,0
1085,Producto_1085,827.34,2,34
1086,Producto_1086,937.61,4,60
1087,Producto_1087,825.15,2,20
1088,Producto_1088,977.63,4,96
1089,Producto_1089,27.55,1,71
1090,Producto_1090,368.39,2,13
1091,Producto_1091,661.27,5,87
1092,Producto_1092,243.93,3,74
1093,Producto_1093,471.29,4,33
1094,Producto_1094,884.41,1,18
1095,Producto_1095,210.95,5,5
1096,Producto_1096,156.49,3,55
1097,Producto_1097,117.46,1,66
1098,Producto_1098,785.4,5,26
1099,Producto_1099,659.26,5,69
1100,Producto_1100,696.26,3,73
1101,Producto_1101,227.75,5,3
1102,Producto_1102,438.06,3,48
1103,Producto_1103,547.96,1,98
1104,Producto_1104,831.06,2,83
1105,Producto_1105,730.97,5,95
1106,Producto_1106,867.52,1,27
1107,Producto_1107,749.82,2,3
1108,Producto_1108,28.25,4,14
1109,Producto_1109,732.33,2,15
1110,Producto_1110,248.86,5,97
1111,Producto_1111,935.48,2,54
1112,Producto_1112,597.32,5,26
1113,Producto_1113,202.66,3,59
1114,Producto_1114,724.64,1,66
1115,Producto_1115,348.41,2,86
1116,Producto_1116,205.22,4,83
1117,Producto_1117,616.0,3,26
1118,Producto_1118,593.67,2,96
1119,Producto_1119,135.13,3,44
1120,Producto_1120,416.05,3,24
1121,Producto_1121,983.65,2,49
1122,Producto_1122,249.29,1,86
1123,Producto_1123,936.27,2,91
1124,Producto_1124,989.19,1,59
1125,Producto_1125,20.82,5,19
1126,Producto_1126,283.04,4,10
1127,Producto_1127,626.72,4,21
1128,Producto_1128,530.92,4,38
1129,Producto_1129,175.45,5,18
1130,Producto_1130,242.15,2,62
1131,Producto_1131,608.03,4,68
1132,Producto_1132,335.32,2,100
1133,Producto_1133,849.21,5,45
1134,Producto_1134,812.32,2,37
1135,Producto_1135,272.82,2,93
1136,Producto_1136,765.75,5,83
1137,Producto_1137,314.13,2,95
1138,Producto_1138,839.45,5,39
1139,Producto_1139,945.83,1,65
1140,Producto_1140,577.59,1,61
1141,Producto_1141,147.57,2,71
1142,Producto_1142,891.62,4,44
1143,Producto_1143,776.22,4,28
1144,Producto_1144,260.62,4,98
1145,Producto_1145,935.12,3,71
1146,Producto_1146,60.41,5,62
1147,Producto_1147,491.69,5,99
1148,Producto_1148,89.75,4,81
1149,Producto_1149,307.2,5,55
1150,Producto_1150,187.38,4,9
1151,Producto_1151,708.87,5,12
1152,Producto_1152,41.39,4,37
1153,Producto_1153,618.35,4,29
1154,Producto_1154,613.72,1,26
1155,Producto_1155,535.29,4,15
1156,Producto_1156,549.27,2,16
1157,Producto_1157,732.72,2,6
1158,Producto_1158,78.49,3,38
1159,Producto_1159,756.29,3,58
1160,Producto_1160,754.83,3,60
1161,Producto_1161,475.89,2,89
1162,Producto_1162,786.28,2,71
1163,Producto_1163,137.28,3,55
1164,Producto_1164,924.51,3,49
1165,Producto_1165,186.95,5,11
1166,Producto_1166,538.44,4,59
1167,Producto_1167,841.06,2,17
1168,Producto_1168,207.99,4,18
1169,Producto_1169,555.28,3,41
1170,Producto_1170,168.93,3,76
1171,Producto_1171,885.35,4,44
1172,Producto_1172,310.0,4,60
1173,Producto_1173,399.38,5,74
1174,Producto_1174,204.41,4,52
1175,Producto_1175,195.38,4,54
1176,Producto_1176,880.11,4,48
1177,Producto_1177,332.92,5,16
1178,Producto_1178,208.91,5,64
1179,Producto_1179,130.79,2,25
1180,Producto_1180,905.37,1,60
1181,Producto_1181,872.04,3,6
1182,Producto_1182,868.1,4,24
1183,Producto_1183,645.82,4,76
1184,Producto_1184,839.84,5,94
1185,Producto_1185,348.26,2,59
1186,Producto_1186,540.53,2,52
1187,Producto_1187,785.07,1,80
1188,Producto_1188,103.39,3,28
1189,Producto_1189,420.29,5,83
1190,Producto_1190,104.17,1,17
1191,Producto_1191,382.62,5,0
1192,Producto_1192,835.82,2,40
1193,Producto_1193,299.5,4,4
1194,Producto_1194,308.5,5,67
1195,Producto_1195,723.97,5,14
1196,Producto_1196,618.93,2,23
1197,Producto_1197,321.17,3,7
1198,Producto_1198,973.45,3,27
1199,Producto_1199,525.16,2,25
1200,Producto_1200,543.3,2,44
1201,Producto_1201,460.09,5,48
1202,Producto_1202,434.79,4,73
1203,Producto_1203,338.94,1,12
1204,Producto_1204,894.5,5,78
1205,Producto_1205,71.11,4,30
1206,Producto_1206,449.31,1,7
1207,Producto_1207,929.79,2,17
1208,Producto_1208,658.93,1,82
1209,Producto_1209,397.64,2,78
1210,Producto_1210,470.47,4,8
1211,Producto_1211,62.4,4,5
1212,Producto_1212,415.33,5,97
1213,Producto_1213,908.49,5,8
1214,Producto_1214,523.04,1,54
1215,Producto_1215,564.02,3,7
1216,Producto_1216,427.3,1,32
1217,Producto_1217,949.78,3,6
1218,Producto_1218,988.29,3,88
1219,Producto_1219,463.98,5,30
1220,Producto_1220,743.37,1,91
1221,Producto_1221,430.59,5,48
1222,Producto_1222,415.86,2,24
1223,Producto_1223,199.57,4,68
1224,Producto_1224,734.73,4,44
1225,Producto_1225,803.46,2,60
1226,Producto_1226,214.85,5,32
1227,Producto_1227,363.29,5,71
1228,Producto_1228,223.02,5,62
1229,Producto_1229,328.94,3,3
1230,Producto_1230,744.42,4,81
1231,Producto_1231,735.16,2,14
1232,Producto_1232,60.22,3,75
1233,Producto_1233,37.89,2,41
1234,Producto_1234,232.28,2,65
1235,Producto_1235,943.27,5,84
1236,Producto_1236,247.06,2,68
1237,Producto_1237,779.13,5,60
1238,Producto_1238,233.99,3,65
1239,Producto_1239,637.84,2,50
1240,Producto_1240,578.66,5,93
1241,Producto_1241,205.93,4,87
1242,Producto_1242,403.0,5,5
1243,Producto_1243,314.39,2,16
1244,Producto_1244,120.99,1,88
1245,Producto_1245,663.25,1,8
1246,Producto_1246,128.55,4,48
1247,Producto_1247,580.92,2,5
1248,Producto_1248,445.6,3,82
1249,Producto_1249,297.68,1,75
1250,Producto_1250,831.43,2,48
1251,Producto_1251,748.31,5,56
1252,Producto_1252,342.63,3,48
1253,Producto_1253,780.06,2,30
1254,Producto_1254,654.87,2,27
1255,Producto_1255,438.24,1,1
1256,Producto_1256,96.25,1,84
1257,Producto_1257,132.02,5,6
1258,Producto_1258,158.1,5,96
1259,Producto_1259,669.88,2,51
1260,Producto_1260,890.1,3,84
1261,Producto_1261,229.05,3,41
1262,Producto_1262,371.55,3,8
1263,Producto_1263,919.06,1,26
1264,Producto_1264,328.37,1,70
1265,Producto_1265,836.57,5,26
1266,Producto_1266,975.22,2,72
1267,Producto_1267,811.38,5,9
1268,Producto_1268,632.88,5,6
1269,Producto_1269,965.17,5,38
1270,Producto_1270,750.36,1,14
1271,Producto_1271,207.37,2,40
1272,Producto_1272,396.86,2,96
1273,Producto_1273,856.78,1,91
1274,Producto_1274,909.11,3,49
1275,Producto_1275,437.84,1,58
1276,Producto_1276,470.35,2,39
1277,Producto_1277,632.92,3,10
1278,Producto_1278,226.3,4,50
1279,Producto_1279,887.46,4,6
1280,Producto_1280,671.51,2,13
1281,Producto_1281,98.79,1,78
1282,Producto_1282,100.04,4,63
1283,Producto_1283,238.83,5,8
1284,Producto_1284,986.86,4,17
1285,Producto_1285,21.48,4,2
1286,Producto_1286,475.69,4,14
1287,Producto_1287,14.13,4,78
1288,Producto_1288,292.33,1,46
1289,Producto_1289,334.36,1,99
1290,Producto_1290,89.76,2,98
1291,Producto_1291,154.5,5,71
1292,Producto_1292,533.44,4,0
1293,Producto_1293,815.72,3,76
1294,Producto_1294,377.05,4,1
1295,Producto_1295,267.56,2,14
1296,Producto_1296,705.93,3,15
1297,Producto_1297,339.91,5,22
1298,Producto_1298,755.27,5,23
1299,Producto_1299,608.68,3,20
1300,Producto_1300,448.75,5,61
1301,Producto_1301,654.14,2,41
1302,Producto_1302,851.67,4,60
1303,Producto_1303,535.29,2,16
1304,Producto_1304,542.45,3,78
1305,Producto_1305,557.42,1,44
1306,Producto_1306,811.29,1,12
1307,Producto_1307,207.84,4,65
1308,Producto_1308,621.38,2,36
1309,Producto_1309,486.57,3,83
1310,Producto_1310,290.39,4,1
1311,Producto_1311,703.06,1,49
1312,Producto_1312,314.37,3,76
1313,Producto_1313,771.76,1,9
1314,Producto_1314,964.8,1,40
1315,Producto_1315,470.62,4,4
1316,Producto_1316,701.87,1,54
1317,Producto_1317,995.04,5,23
1318,Producto_1318,826.02,4,63
1319,Producto_1319,232.7,5,24
1320,Producto_1320,948.92,1,63
1321,Producto_1321,785.31,3,13
1322,Producto_1322,369.11,3,17
1323,Producto_1323,339.44,4,59
1324,Producto_1324,912.66,4,74
1325,Producto_1325,655.53,1,90
1326,Producto_1326,160.88,1,17
1327,Producto_1327,57.29,1,83
1328,Producto_1328,212.11,5,26
1329,Producto_1329,917.64,2,32
1330,Producto_1330,190.82,4,9
1331,Producto_1331,294.68,5,40
1332,Producto_1332,339.41,4,45
1333,Producto_1333,74.1,4,98
1334,Producto_1334,886.06,5,69
1335,Producto_1335,170.16,2,56
1336,Producto_1336,451.89,4,18
1337,Producto_1337,658.84,3,8
1338,Producto_1338,187.96,1,83
1339,Producto_1339,232.74,5,71
1340,Producto_1340,289.87,3,100
1341,Producto_1341,23.38,5,19
1342,Producto_1342,772.78,1,73
1343,Producto_1343,455.68,4,36
1344,Producto_1344,641.18,5,90
1345,Producto_1345,403.57,1,59
1346,Producto_1346,885.84,1,5
1347,Producto_1347,177.81,2,95
1348,Producto_1348,767.57,5,74
1349,Producto_1349,605.34,4,53
1350,Producto_1350,628.01,5,39
1351,Producto_1351,625.5,1,15
1352,Producto_1352,209.54,1,7
1353,Producto_1353,526.71,3,3
1354,Producto_1354,684.16,3,30
1355,Producto_1355,88.86,1,51
1356,Producto_1356,295.26,5,89
1357,Producto_1357,976.66,2,95
1358,Producto_1358,895.47,1,8
1359,Producto_1359,218.67,3,10
1360,Producto_1360,321.64,4,76
1361,Producto_1361,344.94,4,7
1362,Producto_1362,665.36,2,6
1363,Producto_1363,944.03,1,2
1364,Producto_1364,286.86,3,83
1365,Producto_1365,120.15,1,82
1366,Producto_1366,240.43,2,66
1367,Producto_1367,339.84,4,68
1368,Producto_1368,933.22,1,69
1369,Producto_1369,131.68,3,70
1370,Producto_1370,680.53,1,24
1371,Producto_1371,496.0,1,70
1372,Producto_1372,882.33,5,35
1373,Producto_1373,85.57,1,54
1374,Producto_1374,573.19,2,17
1375,Producto_1375,915.04,4,73
1376,Producto_1376,854.98,3,36
1377,Producto_1377,998.14,5,99
1378,Producto_1378,292.33,1,81
1379,Producto_1379,593.74,5,52
1380,Producto_1380,757.89,4,95
1381,Producto_1381,278.4,4,46
1382,Producto_1382,597.34,3,40
1383,Producto_1383,751.46,1,25
1384,Producto_1384,90.31,4,24
1385,Producto_1385,109.05,2,3
1386,Producto_1386,358.08,3,47
1387,Producto_1387,501.23,2,9
1388,Producto_1388,586.32,4,99
1389,Producto_1389,220.22,4,61
1390,Producto_1390,391.38,5,11
1391,Producto_1391,421.13,5,90
1392,Producto_1392,337.86,1,32
1393,Producto_1393,922.99,3,32
1394,Producto_1394,555.27,5,50
1395,Producto_1395,797.65,4,1
1396,Producto_1396,175.75,4,20
1397,Producto_1397,393.86,4,94
1398,Producto_1398,71.59,5,76
1399,Producto_1399,663.66,5,47
1400,Producto_1400,814.61,2,54
1401,Producto_1401,951.6,3,48
1402,Producto_1402,206.77,3,66
1403,Producto_1403,183.4,3,62
1404,Producto_1404,194.2,2,82
1405,Producto_1405,839.98,2,64
1406,Producto_1406,626.1,5,15
1407,Producto_1407,372.15,5,98
1408,Producto_1408,896.52,5,85
1409,Producto_1409,759.4,1,41
1410,Producto_1410,952.37,1,14
1411,Producto_1411,914.58,2,17
1412,Producto_1412,857.31,1,3
1413,Producto_1413,29.54,4,73
1414,Producto_1414,669.55,1,38
1415,Producto_1415,782.05,4,85
1416,Producto_1416,58.73,5,67
1417,Producto_1417,304.35,1,50
1418,Producto_1418,223.79,2,83
1419,Producto_1419,863.26,1,53
1420,Producto_1420,471.47,1,39
1421,Producto_1421,238.47,3,46
1422,Producto_1422,207.66,5,66
1423,Producto_1423,13.46,3,16
1424,Producto_1424,242.47,3,67
1425,Producto_1425,994.47,5,77
1426,Producto_1426,495.35,3,29
1427,Producto_1427,769.92,5,35
1428,Producto_1428,712.96,3,14
1429,Producto_1429,193.82,2,30
1430,Producto_1430,562.98,4,37
1431,Producto_1431,735.67,4,36
1432,Producto_1432,958.36,4,96
1433,Producto_1433,911.66,2,42
1434,Producto_1434,476.24,3,92
1435,Producto_1435,849.45,5,58
1436,Producto_1436,934.01,3,33
1437,Producto_1437,239.02,1,8
1438,Producto_1438,389.32,4,75
1439,Producto_1439,425.55,4,44
1440,Producto_1440,586.84,1,83
1441,Producto_1441,768.54,1,55
1442,Producto_1442,180.43,1,80
1443,Producto_1443,559.26,4,7
1444,Producto_1444,369.9,2,7
1445,Producto_1445,218.73,2,7
1446,Producto_1446,650.62,3,32
1447,Producto_1447,519.68,1,23
1448,Producto_1448,347.12,2,6
1449,Producto_1449,451.43,1,14
1450,Producto_1450,480.61,5,69
1451,Producto_1451,457.97,3,0
1452,Producto_1452,413.65,4,5
1453,Producto_1453,617.53,5,23
1454,Producto_1454,924.3,3,79
1455,Producto_1455,196.37,4,71
1456,Producto_1456,634.04,3,58
1457,Producto_1457,200.19,2,76
1458,Producto_1458,871.82,1,28
1459,Producto_1459,489.92,3,97
1460,Producto_1460,83.03,1,67
1461,Producto_1461,370.94,2,10
1462,Producto_1462,309.87,2,86
1463,Producto_1463,522.73,5,8
1464,Producto_1464,514.19,3,53
1465,Producto_1465,801.7,4,96
1466,Producto_1466,755.0,4,76
1467,Producto_1467,359.4,4,33
1468,Producto_1468,48.02,5,29
1469,Producto_1469,394.84,5,1
1470,Producto_1470,106.28,1,33
1471,Producto_1471,913.97,5,94
1472,Producto_1472,902.7,1,63
1473,Producto_1473,324.53,3,66
1474,Producto_1474,504.1,2,74
1475,Producto_1475,876.04,5,32
1476,Producto_1476,560.5,2,5
1477,Producto_1477,119.33,5,5
1478,Producto_1478,915.51,5,12
1479,Producto_1479,773.65,5,7
1480,Producto_1480,459.53,4,78
1481,Producto_1481,166.74,4,66
1482,Producto_1482,820.16,2,29
1483,Producto_1483,803.87,1,96
1484,Producto_1484,688.76,2,73
1485,Producto_1485,934.7,3,3
1486,Producto_1486,478.26,4,65
1487,Producto_1487,278.24,5,66
1488,Producto_1488,659.45,3,67
1489,Producto_1489,978.96,3,20
1490,Producto_1490,737.49,3,43
1491,Producto_1491,113.29,1,2
1492,Producto_1492,675.85,2,25
1493,Producto_1493,436.59,2,85
1494,Producto_1494,281.25,5,26
1495,Producto_1495,402.11,5,76
1496,Producto_1496,370.93,1,96
1497,Producto_1497,267.67,4,1
1498,Producto_1498,536.96,5,80
1499,Producto_1499,167.26,1,97
1500,Producto_1500,414.24,1,91
1501,Producto_1501,579.05,5,15
1502,Producto_1502,684.48,1,100
1503,Producto_1503,62.97,3,37
1504,Producto_1504,837.25,2,20
1505,Producto_1505,459.73,5,86
1506,Producto_1506,866.65,2,33
1507,Producto_1507,430.77,3,82
1508,Producto_1508,982.9,2,80
1509,Producto_1509,546.15,5,83
1510,Producto_1510,420.59,4,55
1511,Producto_1511,420.09,5,18
1512,Producto_1512,491.48,5,35
1513,Producto_1513,612.06,2,23
1514,Producto_1514,908.28,5,95
1515,Producto_1515,34.17,1,36
1516,Producto_1516,739.38,5,97
1517,Producto_1517,965.22,3,81
1518,Producto_1518,933.62,4,68
1519,Producto_1519,635.31,1,74
1520,Producto_1520,935.5,4,95
1521,Producto_1521,513.02,1,77
1522,Producto_1522,511.86,4,2
1523,Producto_1523,580.73,2,59
1524,Producto_1524,513.12,1,47
1525,Producto_1525,743.66,1,97
1526,Producto_1526,151.94,5,79
1527,Producto_1527,229.7,2,6
1528,Producto_1528,726.01,5,12
1529,Producto_1529,871.13,2,90
1530,Producto_1530,374.26,5,31
1531,Producto_1531,449.84,2,20
1532,Producto_1532,200.22,3,68
1533,Producto_1533,867.22,3,69
1534,Producto_1534,520.6,2,99
1535,Producto_1535,310.03,2,11
1536,Producto_1536,809.61,3,61
1537,Producto_1537,973.36,4,21
1538,Producto_1538,619.52,4,18
1539,Producto_1539,884.01,1,21
1540,Producto_1540,129.92,3,96
1541,Producto_1541,908.32,3,44
1542,Producto_1542,761.14,3,16
1543,Producto_1543,669.19,5,8
1544,Producto_1544,173.26,5,58
1545,Producto_1545,558.35,2,59
1546,Producto_1546,256.99,3,100
1547,Producto_1547,881.63,1,2
1548,Producto_1548,756.43,5,80
1549,Producto_1549,149.12,2,91
1550,Producto_1550,83.46,1,53
1551,Producto_1551,217.0,2,0
1552,Producto_1552,422.32,1,80
1553,Producto_1553,467.8,1,100
1554,Producto_1554,503.75,5,96
1555,Producto_1555,881.27,2,55
1556,Producto_1556,596.59,2,68
1557,Producto_1557,296.82,2,60
1558,Producto_1558,553.72,4,83
1559,Producto_1559,695.97,5,34
1560,Producto_1560,851.01,1,2
1561,Producto_1561,324.35,5,29
1562,Producto_1562,867.05,4,49
1563,Producto_1563,413.15,3,80
1564,Producto_1564,363.07,4,93
1565,Producto_1565,260.44,5,56
1566,Producto_1566,782.61,2,100
1567,Producto_1567,829.1,5,47
1568,Producto_1568,675.13,3,22
1569,Producto_1569,566.26,3,58
1570,Producto_1570,820.75,1,40
1571,Producto_1571,337.53,4,20
1572,Producto_1572,687.79,2,88
1573,Producto_1573,723.7,3,11
1574,Producto_1574,954.64,5,59
1575,Producto_1575,909.19,2,74
1576,Producto_1576,492.46,4,22
1577,Producto_1577,108.5,2,17
1578,Producto_1578,922.6,5,83
1579,Producto_1579,652.38,2,14
1580,Producto_1580,758.99,3,78
1581,Producto_1581,381.09,5,91
1582,Producto_1582,404.27,5,23
1583,Producto_1583,510.84,3,0
1584,Producto_1584,848.15,5,69
1585,Producto_1585,22.52,1,68
1586,Producto_1586,291.53,5,59
1587,Producto_1587,296.9,2,87
1588,Producto_1588,739.63,3,31
1589,Producto_1589,185.03,5,55
1590,Producto_1590,198.83,3,37
1591,Producto_1591,724.59,5,42
1592,Producto_1592,221.03,4,45
1593,Producto_1593,353.18,1,75
1594,Producto_1594,384.25,5,38
1595,Producto_1595,957.34,1,88
1596,Producto_1596,933.03,4,48
1597,Producto_1597,423.91,3,42
1598,Producto_1598,917.14,1,58
1599,Producto_1599,498.31,2,96
1600,Producto_1600,358.32,2,47
1601,Producto_1601,689.74,1,36
1602,Producto_1602,767.57,3,75
1603,Producto_1603,454.27,1,60
1604,Producto_1604,119.75,2,67
1605,Producto_1605,614.82,3,88
1606,Producto_1606,665.87,2,14
1607,Producto_1607,392.7,2,65
1608,Producto_1608,38.79,2,85
1609,Producto_1609,324.76,4,27
1610,Producto_1610,314.79,1,46
1611,Producto_1611,129.98,5,57
1612,Producto_1612,659.15,2,89
1613,Producto_1613,659.38,1,29
1614,Producto_1614,732.48,4,6
1615,Producto_1615,245.23,1,25
1616,Producto_1616,963.5,2,39
1617,Producto_1617,257.79,1,80
1618,Producto_1618,534.28,1,67
1619,Producto_1619,835.68,5,46
1620,Producto_1620,123.73,4,67
1621,Producto_1621,84.28,3,47
1622,Producto_1622,924.51,5,5
1623,Producto_1623,401.61,1,65
1624,Producto_1624,642.25,4,34
1625,Producto_1625,323.48,5,46
1626,Producto_1626,746.1,4,16
1627,Producto_1627,430.41,4,16
1628,Producto_1628,65.82,4,81
1629,Producto_1629,925.01,3,4
1630,Producto_1630,431.75,3,44
1631,Producto_1631,758.63,1,96
1632,Producto_1632,454.58,1,9
1633,Producto_1633,817.75,5,9
1634,Producto_1634,264.46,1,55
1635,Producto_1635,473.42,4,89
1636,Producto_1636,769.81,5,67
1637,Producto_1637,637.16,4,66
1638,Producto_1638,958.05,1,100
1639,Producto_1639,485.31,5,42
1640,Producto_1640,664.61,1,73
1641,Producto_1641,351.89,1,5
1642,Producto_1642,853.33,3,64
1643,Producto_1643,604.98,2,69
1644,Producto_1644,556.37,4,95
1645,Producto_1645,248.06,1,19
1646,Producto_1646,33.96,2,44
1647,Producto_1647,241.37,5,20
1648,Producto_1648,670.05,1,85
1649,Producto_1649,801.65,5,36
1650,Producto_1650,306.93,1,40
1651,Producto_1651,513.05,1,47
1652,Producto_1652,405.24,1,47
1653,Producto_1653,480.5,5,6
1654,Producto_1654,827.94,3,73
1655,Producto_1655,850.18,1,59
1656,Producto_1656,415.8,5,82
1657,Producto_1657,374.58,4,75
1658,Producto_1658,976.19,3,83
1659,Producto_1659,56.98,3,46
1660,Producto_1660,102.7,5,18
1661,Producto_1661,755.56,5,1
1662,Producto_1662,164.43,2,94
